userId,product1,product10,product11,product12,product13,product2,product3,product4,product5,product6,product7,product8,product9,products_2QtY3dq6WjNEYXm4ERN78f,products_5nTMQYGKv7RT6WAJ4j6zL4,products_7KrVYgqHjoCDYvzYRDPWzp,products_B3h7VH2LZWaXefwCBPXjnV,products_KeEj5223sHa93QhUDxtxTp,products_bzgPYqT4X2CSFmQuoNJeQa,products_hzKCx46STqBR6zhqp99fzJ
users_2cBRyQrqJBzUWTXMY6bnEK,0.34573723508087734,0.34573723508087734,0.4577836213184003,0.4524380752589923,0.29042409868670593,0.3457372350808772,0.002472184147509444,0.392138336128792,0.3906905772052777,0.3457372350808772,0.40806654294314676,0.34573723508087734,0.3457372350808774,-4.933585445652346e-17,-0.1466291719995896,7.156234172789379e-17,0.407978266071402,-5.244014897814675e-17,-9.629387924052148e-17,-1.3114099243112911e-17
users_5yYDK7JBcowvoCsXrbRxpz,0.1222344202604368,0.1222344202604368,0.12576363058882556,0.12559530035479016,0.14310798624451554,0.12223442026043677,0.1924211990481651,0.12588707864545884,0.12583324970497176,0.12223442026043677,0.12627250602886836,0.12223442026043681,0.12223442026043682,-8.788011079144711e-18,0.20952614508167214,2.244189453898898e-17,0.12627134725508946,-1.0808650829095064e-17,-2.0165939145607098e-17,-1.3690343517360953e-18
users_6E3xgaDcLPRkFoY5ENd3Bn,0.40835888550659677,0.40835888550659677,0.5664300017525339,0.5588886623441572,0.3141986636795199,0.4083588855065966,-0.1336643267107249,0.4722575316561314,0.470220950971081,0.40835888550659655,0.49481139898181764,0.40835888550659677,0.4083588855065968,-6.444300166610374e-17,-0.35955689652173356,8.656253815936597e-17,0.4946857046616263,-6.745131943354413e-17,-1.2363127744695745e-16,-1.7819249777950707e-17
users_6LkKgyGUhaXnTgzDXB8TfL,0.31342057687894725,0.31342057687894725,0.4084073024070211,0.40387565204152515,0.27065721908773677,0.3134205768789472,0.03720416754225119,0.35315680852257303,0.3519279768131085,0.31342057687894714,0.36663863704491967,0.3134205768789473,0.3134205768789473,-4.31446352727258e-17,-0.08521632334106412,6.435147526273992e-17,0.36656409681604474,-4.6127263854530076e-17,-8.475988593581565e-17,-1.129190051679634e-17
users_GJTubSXVt3dXDyKCdAUYwE,0.29071277020257225,0.29071277020257225,0.37826524814382534,0.3740882734099043,0.2516664994099437,0.2907127702025722,0.03744050549534441,0.32737486215172873,0.3262420717311094,0.29071277020257213,0.33979961640671524,0.29071277020257225,0.2907127702025723,-3.988627241216191e-17,-0.07504177063846681,5.964535455655364e-17,0.33973093670024146,-4.2666934364170064e-17,-7.840647543900858e-17,-1.0423773430541249e-17
users_HjJL6TTdupcYdfwZjLa9Qf,0.35325326193046175,0.35325326193046175,0.46773543917314825,0.46227368559070964,0.2967376660494605,0.35325326193046164,0.0025259272811509457,0.4006630825663745,0.39918385062278383,0.3532532619304616,0.41693755474625877,0.35325326193046175,0.3532532619304618,-5.0408373031665286e-17,-0.1498167626952329,7.311804480893498e-17,0.41684735881208473,-5.3580152216802125e-17,-9.83872244414024e-17,-1.3399188357093629e-17
users_K5YMxCLYt5eJTcAA4VmzWo,0.36082938513280116,0.36082938513280116,0.47780940376037234,0.4722284822847177,0.3030540144692843,0.36082938513280105,0.002354102609118147,0.4092710367013056,0.4077595396880584,0.360829385132801,0.4259007323464161,0.36082938513280116,0.3608293851328012,-5.14996782955265e-17,-0.1533382146559317,7.468955984686963e-17,0.42580856654937055,-5.473839258322851e-17,-1.0051368210862347e-16,-1.3690412049139265e-17
users_KcvovsBLexiDwBKW9RjioU,0.7923320659589694,0.7923320659589694,1.0991031417785342,1.084467546933549,0.6095580323058211,0.7923320659589692,-0.25970912852981065,0.9163376922395983,0.9123852814364192,0.7923320659589691,0.9601085178208404,0.7923320659589694,0.7923320659589695,-1.250540770764234e-16,-0.6981368902069298,1.6796128588123185e-16,0.959864578328101,-1.3088932021007094e-16,-2.399060045296365e-16,-3.458058107543953e-17
users_L4ciTXoXrL9ufsRTuX4Lc2,4.577071360190569,4.577071360190569,5.131658660595766,5.10520132007749,4.885381614492065,4.577071360190568,4.962801159260995,4.863134895895775,4.855757268073562,4.577071360190568,4.938980787200243,4.57707136019057,4.57707136019057,-4.3038483355054507e-16,4.7859313799198295,8.738045916830404e-16,4.938585590894493,-4.952408476972984e-16,-9.175877180265043e-16,-8.951474391047065e-17
users_P3JAGzKShyqCWAox9cHCSa,0.31251622796776524,0.31251622796776524,0.4066351417546123,0.40214489391564723,0.2705414868656895,0.3125162279677651,0.04024854340749522,0.35192797681310845,0.3507102271109427,0.3125162279677651,0.365284587637219,0.31251622796776524,0.3125162279677653,-4.287774284307406e-17,-0.08066990343635182,6.411875614829518e-17,0.3652107569527596,-4.5866954441482824e-17,-8.428696109693424e-17,-1.1205556437831845e-17
users_PTBc3VhmbCqrrzM7abDSf9,4.288612199177507,4.288612199177507,4.804287421758928,4.779686447247827,4.581929323785748,4.288612199177506,4.6710558935196484,4.555247599015827,4.548385199896025,4.288612199177506,4.625737703070844,4.288612199177507,4.288612199177508,-4.023109464214397e-16,4.512996061850247,8.184213423741292e-16,4.625370711414476,-4.631808820576597e-16,-8.582356505802245e-16,-8.351466617779816e-17
users_UPMKEza9qFpMh8dS6MdBQz,0.04254014013310815,0.04254014013310815,-0.3325488711910582,-0.31465354254806016,0.4714338264337634,0.04254014013310824,2.0645710708640466,-0.0891798732639034,-0.0844219919682743,0.0425401401331084,-0.14375457623993493,0.04254014013310824,0.042540140133108216,8.71979420276053e-17,2.798654598068216,-2.2003238291752656e-17,-0.14344158130394552,7.686764142757756e-17,1.3771762838084498e-16,3.359875460843528e-17
users_Y2mc7ebzZUaGuUXD4avjW4,0.04537614947531531,0.04537614947531531,-0.35471879593712896,-0.3356304453845977,0.5028627481960144,0.0453761494753154,2.202209142254983,-0.0951251981481637,-0.09005012476615931,0.045376149475315625,-0.15333821465593073,0.04537614947531541,0.045376149475315444,9.301113816277902e-17,2.985231571272764,-2.3470120844536183e-17,-0.1530043533908753,8.199215085608275e-17,1.468988036062347e-16,3.583867158233097e-17
users_ZgrZLDscxXVmGs4xXZYYuH,0.1582719935980393,0.1582719935980393,-0.28813607020126164,-0.2668381004375721,0.6905791427020865,0.15827199359803942,2.643076287461448,0.003625160704449568,0.009279746549948412,0.15827199359803965,-0.06143873255547204,0.15827199359803948,0.1582719935980395,9.678409405942606e-17,3.537814344545925,-6.67012731885275e-18,-0.06106465723078832,8.263065601311277e-17,1.473397320159002e-16,3.906299590142527e-17
users_c2m4ZuSfUGmVYuxk9ETFmQ,0.18105747643411182,0.18105747643411182,-0.5042218547862021,-0.4715274455418527,0.9856262404197791,0.181057476434112,3.950437435576605,-0.057558514535466766,-0.048873606703668394,0.18105747643411232,-0.15737320432414204,0.18105747643411213,0.1810574764341121,1.5259487728483221e-16,5.3118253623307785,-2.1463316434676007e-17,-0.15679986436736842,1.3193705990524135e-16,2.357062083825981e-16,6.049695699736398e-17
users_d3qWB2YMneU8V9bUH9rtMr,0.2988428756287636,0.2988428756287636,0.3894116139229735,0.3850907379930821,0.2580685112231908,0.29884287562876355,0.03547374114493719,0.3367309104517556,0.335559233705522,0.2988428756287635,0.3495856771823652,0.29884287562876366,0.29884287562876366,-4.113790805073854e-17,-0.08125277341822387,6.135838339005433e-17,0.3495146039408798,-4.3981809721761224e-17,-8.081756565973119e-17,-1.0766695841596507e-17
