userId,product1,product10,product11,product12,product13,product2,product3,product4,product5,product6,product7,product8,product9,products_2QtY3dq6WjNEYXm4ERN78f,products_5nTMQYGKv7RT6WAJ4j6zL4,products_7KrVYgqHjoCDYvzYRDPWzp,products_B3h7VH2LZWaXefwCBPXjnV,products_KeEj5223sHa93QhUDxtxTp,products_bzgPYqT4X2CSFmQuoNJeQa,products_hzKCx46STqBR6zhqp99fzJ
users_2cBRyQrqJBzUWTXMY6bnEK,0.3457372350808783,0.345737235080878,0.4577836213184013,0.45243807525899293,0.2904240986867068,0.345737235080878,0.002472184147510005,0.3921383361287926,0.39069057720527817,0.345737235080878,0.4080665429431477,0.34573723508087806,0.3457372350808781,-4.823572321905217e-17,-0.14662917199958864,-1.471621970849271e-17,0.40797826607140303,2.040863373778104e-18,-7.471771748001476e-18,5.539787380304826e-17
users_5yYDK7JBcowvoCsXrbRxpz,0.12223442026043689,0.1222344202604368,0.12576363058882561,0.1255953003547901,0.14310798624451562,0.12223442026043681,0.19242119904816513,0.1258870786454588,0.12583324970497178,0.12223442026043681,0.12627250602886844,0.12223442026043682,0.12223442026043685,-1.0947614593900882e-17,0.20952614508167214,7.325815743763501e-18,0.1262713472550896,-1.3816788033426574e-17,-7.889405576005446e-18,3.625322494786705e-17
users_6E3xgaDcLPRkFoY5ENd3Bn,0.4083588855065973,0.408358885506597,0.5664300017525346,0.5588886623441575,0.31419866367952026,0.408358885506597,-0.1336643267107252,0.47225753165613166,0.47022095097108096,0.408358885506597,0.49481139898181825,0.40835888550659705,0.40835888550659716,-6.132634331104724e-17,-0.3595568965217334,-2.631538293990259e-17,0.49468570466162703,1.2777190403656056e-17,-5.083122174573096e-18,5.3546940406222024e-17
users_6LkKgyGUhaXnTgzDXB8TfL,0.31342057687894753,0.31342057687894725,0.40840730240702133,0.4038756520415251,0.27065721908773693,0.3134205768789473,0.03720416754225109,0.353156808522573,0.35192797681310833,0.3134205768789473,0.3666386370449199,0.3134205768789473,0.3134205768789474,-4.261252181688262e-17,-0.08521632334106384,-1.1053809436011578e-17,0.36656409681604507,-8.035778048326787e-19,-7.731248786517527e-18,5.3262047111224635e-17
users_GJTubSXVt3dXDyKCdAUYwE,0.29071277020257247,0.29071277020257225,0.37826524814382534,0.3740882734099041,0.251666499409944,0.29071277020257225,0.03744050549534516,0.3273748621517287,0.3262420717311092,0.29071277020257225,0.3397996164067154,0.2907127702025723,0.29071277020257236,-3.943171975651694e-17,-0.0750417706384654,-1.0061178533456778e-17,0.3397309367002417,-9.678822825165762e-19,-7.251430831604565e-18,4.965824287482483e-17
users_HjJL6TTdupcYdfwZjLa9Qf,0.35325326193046236,0.3532532619304621,0.4677354391731489,0.46227368559070997,0.2967376660494611,0.35325326193046214,0.002525927281151234,0.4006630825663749,0.399183850622784,0.35325326193046214,0.41693755474625943,0.3532532619304622,0.35325326193046225,-4.92843258977272e-17,-0.1498167626952322,-1.503613752824256e-17,0.4168473588120855,2.0852299688602538e-18,-7.634201568610192e-18,5.66021754074623e-17
users_K5YMxCLYt5eJTcAA4VmzWo,0.36082938513280177,0.3608293851328015,0.47780940376037306,0.47222848228471803,0.3030540144692848,0.36082938513280155,0.0023541026091182023,0.40927103670130593,0.4077595396880585,0.36082938513280155,0.4259007323464168,0.36082938513280155,0.36082938513280166,-5.0348517122514184e-17,-0.1533382146559312,-1.5373395352663346e-17,0.42580856654937127,2.1471044022138742e-18,-7.791738527374828e-18,5.779644116033601e-17
users_KcvovsBLexiDwBKW9RjioU,0.7923320659589704,0.7923320659589698,1.0991031417785355,1.0844675469335494,0.6095580323058217,0.7923320659589699,-0.25970912852981115,0.9163376922395985,0.912385281436419,0.7923320659589699,0.9601085178208415,0.7923320659589699,0.7923320659589701,-1.190020537962562e-16,-0.6981368902069297,-5.10830123129915e-17,0.9598645783281022,2.4818881165045255e-17,-9.852769608208495e-18,1.0386471648797465e-16
users_L4ciTXoXrL9ufsRTuX4Lc2,4.5770713601905735,4.57707136019057,5.131658660595769,5.105201320077488,4.8853816144920685,4.577071360190571,4.962801159260996,4.863134895895774,4.855757268073562,4.577071360190571,4.938980787200246,4.577071360190571,4.577071360190572,-4.814157059164636e-16,4.785931379919831,1.2764369961720671e-16,4.938585590894499,-3.471718126736379e-16,-2.339839620515569e-16,1.1623793565393663e-15
users_P3JAGzKShyqCWAox9cHCSa,0.3125162279677654,0.3125162279677651,0.40663514175461224,0.40214489391564684,0.2705414868656898,0.3125162279677652,0.040248543407496014,0.3519279768131083,0.35071022711094235,0.3125162279677652,0.36528458763721905,0.3125162279677652,0.31251622796776524,-4.238909873825571e-17,-0.08066990343635035,-1.0815766923466032e-17,0.3652107569527598,-1.0404734537053188e-18,-7.795288143974907e-18,5.338261109043669e-17
users_PTBc3VhmbCqrrzM7abDSf9,4.288612199177511,4.288612199177507,4.80428742175893,4.779686447247825,4.581929323785751,4.288612199177508,4.67105589351965,4.555247599015826,4.548385199896025,4.288612199177508,4.625737703070848,4.288612199177509,4.28861219917751,-4.504054389954823e-16,4.51299606185025,1.2097436520066164e-16,4.625370711414481,-3.2688780634366355e-16,-2.1981365285793676e-16,1.0909524984445537e-15
users_UPMKEza9qFpMh8dS6MdBQz,0.0425401401331076,0.042540140133107564,-0.33254887119105936,-0.31465354254806116,0.4714338264337628,0.042540140133107654,2.0645710708640466,-0.08917987326390422,-0.08442199196827382,0.042540140133107654,-0.14375457623993562,0.04254014013310763,0.04254014013310771,5.986805257421678e-17,2.798654598068214,1.3320860544222793e-16,-0.14344158130394585,-1.564256638495203e-16,-5.74736740010737e-17,1.864382983751844e-16
users_Y2mc7ebzZUaGuUXD4avjW4,0.045376149475314785,0.045376149475314785,-0.3547187959371299,-0.3356304453845985,0.5028627481960136,0.04537614947531488,2.2022091422549823,-0.09512519814816446,-0.09005012476615867,0.04537614947531488,-0.15333821465593123,0.04537614947531487,0.045376149475314945,6.385925607916454e-17,2.9852315712727613,1.4208917913837645e-16,-0.15300435339087554,-1.668540414394883e-16,-6.130525226781194e-17,1.9886751826686332e-16
users_ZgrZLDscxXVmGs4xXZYYuH,0.15827199359803842,0.1582719935980383,-0.2881360702012637,-0.2668381004375742,0.6905791427020858,0.15827199359803842,2.6430762874614495,0.003625160704448098,0.009279746549948502,0.15827199359803842,-0.0614387325554734,0.15827199359803842,0.15827199359803854,6.213640973097564e-17,3.5378143445459247,1.6606717871823405e-16,-0.06106465723078923,-1.9958793981047706e-16,-7.580129718900806e-17,2.5524872999409216e-16
users_c2m4ZuSfUGmVYuxk9ETFmQ,0.18105747643411066,0.18105747643411055,-0.5042218547862046,-0.47152744554185516,0.9856262404197776,0.18105747643411074,3.9504374355766045,-0.05755851453546852,-0.04887360670366776,0.18105747643411074,-0.1573732043241435,0.18105747643411071,0.18105747643411085,1.0062730932586717e-16,5.311825362330776,2.505983815166296e-16,-0.15679986436736923,-2.986690988083963e-16,-1.1210678217329372e-16,3.7264543834889907e-16
users_d3qWB2YMneU8V9bUH9rtMr,0.2988428756287639,0.29884287562876366,0.3894116139229738,0.385090737993082,0.25806851122319097,0.29884287562876366,0.03547374114493703,0.3367309104517556,0.3355592337055218,0.29884287562876366,0.34958567718236544,0.2988428756287637,0.29884287562876377,-4.0630544057957845e-17,-0.08125277341822375,-1.0539678764569181e-17,0.34951460394088013,-7.6620209297999135e-19,-7.371655819702755e-18,5.0784742594423476e-17
users_duyLeaLGQXEokpixHvouVo,0.4249030678230624,0.4249030678230621,0.1818179802379097,0.19341561249464406,0.7835622641574358,0.4249030678230622,2.024372168037691,0.3473579366209395,0.3504120304594445,0.4249030678230622,0.31157461096677647,0.4249030678230622,0.42490306782306236,5.1538919731341486e-18,2.5779101263141437,1.1412526724174006e-16,0.3117832417888381,-1.5091001097151637e-16,-6.456074153089113e-17,2.439689387668836e-16
users_e4JexZAjcNKrPtC6Ef8VtF,0.12223442026043708,0.12223442026043699,0.1257636305888258,0.1255953003547903,0.14310798624451582,0.122234420260437,0.19242119904816535,0.125887078645459,0.12583324970497198,0.122234420260437,0.12627250602886864,0.12223442026043702,0.12223442026043704,-1.0947614593900901e-17,0.20952614508167236,7.325815743763509e-18,0.1262713472550898,-1.381678803342659e-17,-7.889405576005456e-18,3.62532249478671e-17
users_jvmmRcvvC7oUxzRKjbrgVn,0.3382775485620017,0.33827754856200143,0.44794631602534973,0.4427142021419232,0.28411313856495457,0.33827754856200143,0.002206971196048459,0.38369159690747434,0.38227456845755486,0.33827754856200143,0.39928193657476574,0.3382775485620015,0.33827754856200154,-4.720173480235704e-17,-0.14375457623993534,-1.4412558143121883e-17,0.3991955311400356,2.0129103770755004e-18,-7.304754869413904e-18,5.418416358781502e-17
users_kXnWJBZWpq77TC5oN9owWC,0.03970413079090047,0.039704130790900447,-0.31037894644498865,-0.2936766397115237,0.44000490467151193,0.03970413079090054,1.9269329994731097,-0.08323454837964388,-0.0787938591703888,0.03970413079090054,-0.13417093782393982,0.039704130790900516,0.039704130790900585,5.587684906926898e-17,2.612077624863666,1.243280317460794e-16,-0.13387880921701603,-1.4599728625955227e-16,-5.364209573433545e-17,1.7400907848350542e-16
